Date,AAPL_Close,AAPL_High,AAPL_Low,AAPL_Open,AAPL_Volume,AMZN_Close,AMZN_High,AMZN_Low,AMZN_Open,AMZN_Volume,NFLX_Close,NFLX_High,NFLX_Low,NFLX_Open,NFLX_Volume
2024-01-22,191.55465698242188,192.97731505960866,189.94428498185601,189.9838116367789,60133900,154.77999877929688,157.0500030517578,153.89999389648438,156.88999938964844,43687500,48.57099914550781,48.97999954223633,47.9900016784668,48.755001068115234,52123000
2024-01-23,192.82908630371094,193.39222799671276,191.49535584528522,192.67102493067515,42355600,156.02000427246094,156.2100067138672,153.92999267578125,154.85000610351562,37986000,49.21900177001953,49.895999908447266,48.13999938964844,49.20000076293945,155060000
2024-01-24,192.15731811523438,194.0146790217886,191.99924163914412,193.06623524024957,53631300,156.8699951171875,158.50999450683594,156.47999572753906,157.8000030517578,48547300,54.48699951171875,56.25,53.707000732421875,53.775001525878906,264328000
2024-01-25,191.83126831054688,193.90598035718745,190.78403816176663,192.86862433386716,54822100,157.75,158.50999450683594,154.5500030517578,156.9499969482422,43638600,56.20000076293945,56.34600067138672,54.84600067138672,55.19499969482422,94519000
2024-01-26,190.1023712158203,192.41418317249008,189.62815685740148,191.9300946873343,44594000,159.1199951171875,160.72000122070312,157.91000366210938,158.4199981689453,51047400,57.04199981689453,57.9640007019043,55.84299850463867,56.180999755859375,127706000
2024-01-29,189.42066955566406,189.8850097627336,187.29657164460275,189.6972958396627,47145600,161.25999450683594,161.2899932861328,158.89999389648438,159.33999633789062,45270400,57.57899856567383,57.85499954223633,56.268001556396484,57.1349983215332,69054000
2024-01-30,185.77511596679688,189.48983770252025,185.21198926058483,188.64019550498801,55859400,159.0,161.72999572753906,158.49000549316406,160.6999969482422,45207400,56.28499984741211,57.0880012512207,56.082000732421875,56.731998443603516,61818000
2024-01-31,182.17892456054688,184.84641553917146,182.129538862794,184.78712556686926,55467800,155.1999969482422,159.00999450683594,154.80999755859375,157.0,50284400,56.4109992980957,57.21500015258789,56.20399856567383,56.28499984741211,48576000
2024-02-01,184.60931396484375,184.6982263171025,181.6059367135455,181.77388729281213,64885400,159.27999877929688,159.75999450683594,155.6199951171875,155.8699951171875,76542400,56.750999450683594,57.26599884033203,56.382999420166016,56.70199966430664,31740000
2024-02-02,183.61151123046875,185.07368095456727,177.0909997696198,177.69365314728918,102551700,171.80999755859375,172.5,167.3300018310547,169.19000244140625,117218300,56.4640007019043,56.779998779296875,56.23699951171875,56.45199966430664,40328000
2024-02-05,185.41941833496094,186.97051518171523,183.60158444736317,185.88375846902116,69668800,170.30999755859375,170.5500030517578,167.6999969482422,170.1999969482422,55081300,56.20600128173828,57.57500076293945,55.720001220703125,56.24700164794922,41431000
2024-02-06,187.01992797851562,187.02980210381148,184.5204024536245,184.60931480628852,43490800,169.14999389648438,170.7100067138672,167.64999389648438,169.38999938964844,42505500,55.5880012512207,56.63399887084961,55.4370002746582,56.4119987487793,28403000
2024-02-07,187.1286163330078,188.74886241631054,186.33824908078662,188.3437971267345,53439000,170.52999877929688,170.8800048828125,168.94000244140625,169.47999572753906,47174100,55.93000030517578,56.779998779296875,55.49800109863281,55.816001892089844,43736000
2024-02-08,186.05172729492188,187.25701874915856,185.09340956143063,187.10883150171134,40962000,169.83999633789062,171.42999267578125,168.8800048828125,169.64999389648438,42316500,55.85300064086914,56.369998931884766,55.57400131225586,56.05500030517578,31755000
2024-02-09,186.8134307861328,187.94113632063826,185.97259122428568,186.61557552858977,45155200,174.4499969482422,175.0,170.5800018310547,170.89999389648438,56986000,56.13199996948242,56.599998474121094,55.810001373291016,56.5,30557000
2024-02-12,185.13174438476562,186.63535673641036,184.77562606711913,186.3880527684402,41781900,172.33999633789062,175.38999938964844,171.5399932861328,174.8000030517578,51050400,55.78499984741211,56.84400177001953,55.70000076293945,56.0359992980957,36085000
2024-02-13,183.04449462890625,184.20189045877694,181.53099558275042,183.76663306878044,56529500,168.63999938964844,170.9499969482422,165.75,167.72999572753906,56345100,55.45199966430664,55.91999816894531,54.900001525878906,55.08000183105469,35115000
2024-02-14,182.1641082763672,183.5292310959524,180.472557481369,183.3215042025078,54630500,170.97999572753906,171.2100067138672,168.27999877929688,169.2100067138672,42815500,57.93299865722656,58.125,56.433998107910156,56.72600173950195,56342000
2024-02-15,181.8772430419922,182.50045391335385,179.39431647047905,181.57058851615943,65434500,169.8000030517578,171.1699981689453,167.58999633789062,170.5800018310547,49855200,59.34600067138672,59.37699890136719,58.03200149536133,58.191001892089844,52209000
2024-02-16,180.34393310546875,182.85654973235168,179.7108355866275,181.44196326564102,49752500,169.50999450683594,170.4199981689453,167.1699981689453,168.74000549316406,48107700,58.39500045776367,59.70000076293945,57.74599838256836,59.69499969482422,43257000
2024-02-20,179.60205078125,180.46266385305907,178.0588762686663,179.82956623009554,53665600,167.0800018310547,168.7100067138672,165.74000549316406,167.8300018310547,41980300,57.51300048828125,58.599998474121094,56.965999603271484,58.018001556396484,31242000
2024-02-21,180.35385131835938,180.91769653606136,178.71174929095213,179.9779444437335,41371400,168.58999633789062,170.22999572753906,167.13999938964844,168.94000244140625,44420100,57.334999084472656,57.577999114990234,56.731998443603516,57.35100173950195,22706000
2024-02-22,182.38172912597656,182.9653779737103,180.49233824441416,181.50132758611662,52292200,174.5800018310547,174.8000030517578,171.77000427246094,173.10000610351562,55392400,58.84700012207031,59.084999084472656,57.888999938964844,58.275001525878906,35266000
2024-02-23,180.5516815185547,183.04449459753943,180.26480046872615,183.01481932952075,45119700,174.99000549316406,175.75,173.6999969482422,174.27999877929688,59715200,58.35599899291992,59.24300003051758,57.981998443603516,58.63999938964844,25689000
2024-02-26,179.2063751220703,180.78911167382452,178.70186529911302,180.27473021897956,40867400,174.72999572753906,176.3699951171875,174.25999450683594,175.6999969482422,44368600,58.76499938964844,59.07500076293945,58.32699966430664,58.35599899291992,23937000
2024-02-27,180.6605224609375,181.93660445629962,177.6236221032545,179.1470231922399,54318900,173.5399932861328,174.6199951171875,172.86000061035156,174.0800018310547,31141700,60.16699981689453,60.5359992980957,59.233001708984375,59.5,44894000
2024-02-28,179.46353149414062,181.14519536218177,178.18744973320082,180.5417731107642,48953900,173.16000366210938,174.0500030517578,172.27000427246094,172.44000244140625,28180500,59.64799880981445,59.81700134277344,59.000999450683594,59.57899856567383,26052000
2024-02-29,178.80076599121094,180.6011460945577,177.59392143922238,179.31516246277232,136682600,176.75999450683594,177.22000122070312,172.85000610351562,173.00999450683594,53805400,60.29199981689453,60.45199966430664,59.51599884033203,60.42499923706055,35721000
2024-03-01,177.72251892089844,178.5831318593588,175.46710804516843,177.61370457626955,73563100,178.22000122070312,178.72999572753906,176.07000732421875,176.75,31981200,61.933998107910156,62.02799987792969,59.95000076293945,59.98099899291992,42703000
2024-03-04,173.21170043945312,174.9922768844708,171.91581500377694,174.25036500096815,81510100,177.5800018310547,180.13999938964844,177.49000549316406,177.52999877929688,37381500,61.58300018310547,62.44200134277344,61.507999420166016,62.15599822998047,30203000
2024-03-05,168.28541564941406,170.18470849670402,167.79080766540406,168.91851326517738,95132400,174.1199951171875,176.92999267578125,173.3000030517578,176.92999267578125,37228300,59.849998474121094,61.090999603271484,59.20000076293945,61.0099983215332,38496000
2024-03-06,167.2961883544922,169.39333632878757,166.86093094295472,169.21526961759642,68587700,173.50999450683594,176.4600067138672,173.25999450683594,175.5399932861328,32090900,59.76900100708008,60.792999267578125,59.35599899291992,60.29899978637695,24696000
2024-03-07,167.17747497558594,168.88881413208614,166.67298033709926,167.32585131213037,71765100,176.82000732421875,177.99000549316406,173.72000122070312,174.8300018310547,34063300,60.85100173950195,61.053001403808594,59.59000015258789,59.933998107910156,27428000
